vendor,product_line,component_type,variant,adapter_interface,adapter_code,motor_frame,motor_poles,motor_voltage,motor_efficiency,motor_hp,shaft_key,gear_unit_key,ratio,nord_part_number,description,catalog_page,source_line
NORD,FLEXBLOC,motor,STD,,56C,63S/4,4.0,575V-60Hz,STANDARD,0.16666666666666666,,,,31110013,C-face 575V-60Hz Standard Efficiency Motor Part Number,B81,"63S/4-56C 575V-60Hz, 1/6 hp 31110013"
NORD,FLEXBLOC,motor,STD,,56C,63L/4,4.0,575V-60Hz,STANDARD,0.25,,,,31610013,C-face 575V-60Hz Standard Efficiency Motor Part Number,B81,"63L/4-56C 575V-60Hz, 1/4 hp 31610013"
NORD,FLEXBLOC,motor,STD,,56C,71S/4,4.0,575V-60Hz,STANDARD,0.3333333333333333,,,,32110013,C-face 575V-60Hz Standard Efficiency Motor Part Number,B81,"71S/4-56C 575V-60Hz, 1/3 hp 32110013"
NORD,FLEXBLOC,motor,STD,,56C,71L/4,4.0,575V-60Hz,STANDARD,0.5,,,,32610013,C-face 575V-60Hz Standard Efficiency Motor Part Number,B81,"71L/4-56C 575V-60Hz, 1/2 hp 32610013"
NORD,FLEXBLOC,motor,STD,,56C,80LH/4,4.0,230/460V-60Hz,ENERGY_EFFICIENT,1.0,,,,33610094,C-face 230/460V-60Hz Energy Efficient Motor Part Number,B81,"80LH/4-56C 230/460V-60Hz, 1 hp 33610094"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,1.0,,,,33610092,C-face 230/460V-60Hz Energy Efficient Motor Part Number,B81,"80LH/4-143TC 230/460V-60Hz, 1 hp 33610092"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,0.5,,,,34110092,C-face 230/460V-60Hz Energy Efficient Motor Part Number,B81,"90SH/4-145TC 230/460V-60Hz, 1-1/2 hp 34110092"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,2.0,,,,34610092,C-face 230/460V-60Hz Energy Efficient Motor Part Number,B81,"90LH/4-145TC 230/460V-60Hz, 2 hp 34610092"
NORD,FLEXBLOC,motor,STD,,56C,80LH/4,4.0,575V-60Hz,ENERGY_EFFICIENT,1.0,,,,33610095,C-face 575V-60Hz Energy Efficient Motor Part Number,B81,"80LH/4-56C 575V-60Hz, 1 hp 33610095"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,1.0,,,,33610093,C-face 575V-60Hz Energy Efficient Motor Part Number,B81,"80LH/4-143TC 575V-60Hz, 1 hp 33610093"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,0.5,,,,34110093,C-face 575V-60Hz Energy Efficient Motor Part Number,B81,"90SH/4-145TC 575V-60Hz, 1-1/2 hp 34110093"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,2.0,,,,34610093,C-face 575V-60Hz Energy Efficient Motor Part Number,B81,"90LH/4-145TC 575V-60Hz, 2 hp 34610093"
NORD,FLEXBLOC,motor,STD,,56C,80LP/4,4.0,230/460V-60Hz,PREMIUM_EFFICIENT,1.0,,,,33610294,C-face 230/460V-60Hz Premium Efficient Motor Part Number,B81,"80LP/4-56C 230/460V-60Hz, 1 hp 33610294"
NORD,FLEXBLOC,motor,STD,,,,,,PREMIUM_EFFICIENT,1.0,,,,33610292,C-face 230/460V-60Hz Premium Efficient Motor Part Number,B81,"80LP/4-143TC 230/460V-60Hz, 1 hp 33610292"
NORD,FLEXBLOC,motor,STD,,,,,,PREMIUM_EFFICIENT,0.5,,,,34110292,C-face 230/460V-60Hz Premium Efficient Motor Part Number,B81,"90SP/4-145TC 230/460V-60Hz, 1-1/2 hp 34110292"
NORD,FLEXBLOC,motor,STD,,,,,,PREMIUM_EFFICIENT,2.0,,,,34610292,C-face 230/460V-60Hz Premium Efficient Motor Part Number,B81,"90LP/4-145TC 230/460V-60Hz, 2 hp 34610292"
NORD,FLEXBLOC,motor,STD,,56C,80LP/4,4.0,575V-60Hz,PREMIUM_EFFICIENT,1.0,,,,33610295,C-face 575V-60Hz Premium Efficient Motor Part Number,B81,"80LP/4-56C 575V-60Hz, 1 hp 33610295"
NORD,FLEXBLOC,motor,STD,,,,,,PREMIUM_EFFICIENT,1.0,,,,33610293,C-face 575V-60Hz Premium Efficient Motor Part Number,B81,"80LP/4-143TC 575V-60Hz, 1 hp 33610293"
NORD,FLEXBLOC,motor,STD,,,,,,PREMIUM_EFFICIENT,0.5,,,,34110293,C-face 575V-60Hz Premium Efficient Motor Part Number,B81,"90SP/4-145TC 575V-60Hz, 1-1/2 hp 34110293"
NORD,FLEXBLOC,motor,STD,,,,,,PREMIUM_EFFICIENT,2.0,,,,34610293,C-face 575V-60Hz Premium Efficient Motor Part Number,B81,"90LP/4-145TC 575V-60Hz, 2 hp 34610293"
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p125in_25mm_i5p0,5.0,60592050,Wormgearbox 1.125 hollow shaft 25mm hollow shaft,B83,i=5 60592050 60591050
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p125in_25mm_i5p0,5.0,60591050,Wormgearbox 1.125 hollow shaft 25mm hollow shaft,B83,i=5 60592050 60591050
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p125in_25mm_i7p0,7.0,60592080,Wormgearbox 1.125 hollow shaft 25mm hollow shaft,B83,i=7 .5 60592080 60591080
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p125in_25mm_i7p0,7.0,60591080,Wormgearbox 1.125 hollow shaft 25mm hollow shaft,B83,i=7 .5 60592080 60591080
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p125in_25mm_i10p0,10.0,60592100,Wormgearbox 1.125 hollow shaft 25mm hollow shaft,B83,i=10 60592100 60591100
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p125in_25mm_i10p0,10.0,60591100,Wormgearbox 1.125 hollow shaft 25mm hollow shaft,B83,i=10 60592100 60591100
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p125in_25mm_i12p5,12.5,60592130,Wormgearbox 1.125 hollow shaft 25mm hollow shaft,B83,i=12.5 60592130 60591130
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p125in_25mm_i12p5,12.5,60591130,Wormgearbox 1.125 hollow shaft 25mm hollow shaft,B83,i=12.5 60592130 60591130
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p125in_25mm_i15p0,15.0,60592150,Wormgearbox 1.125 hollow shaft 25mm hollow shaft,B83,i=15 60592150 60591150
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p125in_25mm_i15p0,15.0,60591150,Wormgearbox 1.125 hollow shaft 25mm hollow shaft,B83,i=15 60592150 60591150
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p125in_25mm_i20p0,20.0,60592200,Wormgearbox 1.125 hollow shaft 25mm hollow shaft,B83,i=20 60592200 60591200
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p125in_25mm_i20p0,20.0,60591200,Wormgearbox 1.125 hollow shaft 25mm hollow shaft,B83,i=20 60592200 60591200
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p125in_25mm_i25p0,25.0,60592250,Wormgearbox 1.125 hollow shaft 25mm hollow shaft,B83,i=25 60592250 60591250
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p125in_25mm_i25p0,25.0,60591250,Wormgearbox 1.125 hollow shaft 25mm hollow shaft,B83,i=25 60592250 60591250
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p125in_25mm_i30p0,30.0,60592300,Wormgearbox 1.125 hollow shaft 25mm hollow shaft,B83,i=30 60592300 60591300
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p125in_25mm_i30p0,30.0,60591300,Wormgearbox 1.125 hollow shaft 25mm hollow shaft,B83,i=30 60592300 60591300
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p125in_25mm_i40p0,40.0,60592400,Wormgearbox 1.125 hollow shaft 25mm hollow shaft,B83,i=40 60592400 60591400
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p125in_25mm_i40p0,40.0,60591400,Wormgearbox 1.125 hollow shaft 25mm hollow shaft,B83,i=40 60592400 60591400
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p125in_25mm_i50p0,50.0,60592500,Wormgearbox 1.125 hollow shaft 25mm hollow shaft,B83,i=50 60592500 60591500
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p125in_25mm_i50p0,50.0,60591500,Wormgearbox 1.125 hollow shaft 25mm hollow shaft,B83,i=50 60592500 60591500
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p125in_25mm_i60p0,60.0,60592600,Wormgearbox 1.125 hollow shaft 25mm hollow shaft,B83,i=60 60592600 60591600
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p125in_25mm_i60p0,60.0,60591600,Wormgearbox 1.125 hollow shaft 25mm hollow shaft,B83,i=60 60592600 60591600
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p125in_25mm_i80p0,80.0,60592800,Wormgearbox 1.125 hollow shaft 25mm hollow shaft,B83,i=80 60592800 60591800
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p125in_25mm_i80p0,80.0,60591800,Wormgearbox 1.125 hollow shaft 25mm hollow shaft,B83,i=80 60592800 60591800
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p125in_25mm_i100p0,100.0,60592000,Wormgearbox 1.125 hollow shaft 25mm hollow shaft,B83,i=100 60592000 60591000
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p125in_25mm_i100p0,100.0,60591000,Wormgearbox 1.125 hollow shaft 25mm hollow shaft,B83,i=100 60592000 60591000
NORD,FLEXBLOC,adapter,ANY,NEMA,56C,,,,,,,,,60495500,NEMA and IEC Adapter  102 & 118 Part Number,B83,NEMA 56C 60495500
NORD,FLEXBLOC,adapter,ANY,NEMA,,,,,,,,,,60595500,NEMA and IEC Adapter  102 & 118 Part Number,B83,NEMA 140TC 60595500
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_56_B14_C105,,,,,,,,,60495100,NEMA and IEC Adapter  102 & 118 Part Number,B83,IEC 56 B14 C105 60495100
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_56_B5_A120,,,,,,,,,60495200,NEMA and IEC Adapter  102 & 118 Part Number,B83,IEC 56 B5 A120 60495200
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_63_B14_C90,,,,,,,,,60495010,NEMA and IEC Adapter  102 & 118 Part Number,B83,IEC 63 B14 C90 60495010
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_63_B14_C120,,,,,,,,,60495110,NEMA and IEC Adapter  102 & 118 Part Number,B83,IEC 63 B14 C120 60495110
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_63_B5_A140,,,,,,,,,60495210,NEMA and IEC Adapter  102 & 118 Part Number,B83,IEC 63 B5 A140 60495210
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_71_B14_C105,,,,,,,,,60495020,NEMA and IEC Adapter  102 & 118 Part Number,B83,IEC 71 B14 C105 60495020
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_71_B14_C140,,,,,,,,,60495120,NEMA and IEC Adapter  102 & 118 Part Number,B83,IEC 71 B14 C140 60495120
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_71_B5_A160,,,,,,,,,60495220,NEMA and IEC Adapter  102 & 118 Part Number,B83,IEC 71 B5 A160 60495220
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_80_B14_C120,,,,,,,,,60495030,NEMA and IEC Adapter  102 & 118 Part Number,B83,IEC 80 B14 C120 60495030
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_80_B14_C160,,,,,,,,,60495130,NEMA and IEC Adapter  102 & 118 Part Number,B83,IEC 80 B14 C160 60495130
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_80_B5_A200,,,,,,,,,60495230,NEMA and IEC Adapter  102 & 118 Part Number,B83,IEC 80 B5 A200 60495230
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_90_B14_C140,,,,,,,,,60495040,NEMA and IEC Adapter  102 & 118 Part Number,B83,IEC 90 B14 C140 60495040
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_90_B14_C160,,,,,,,,,60495140,NEMA and IEC Adapter  102 & 118 Part Number,B83,IEC 90 B14 C160 60495140
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_90_B5_A200,,,,,,,,,60495240,NEMA and IEC Adapter  102 & 118 Part Number,B83,IEC 90 B5 A200 60495240
NORD,FLEXBLOC,output_shaft_kit,ANY,,,,,,,,shaft_1p000in_x_50mm,,,60593010,Plug in Shaft - Inch  122 Part Number,B83,Shaft 1.000” x 50mm 60593010
NORD,FLEXBLOC,output_shaft_kit,ANY,,,,,,,,double_shaft_1p000in_x_50mm,,,60593110,Plug in Shaft - Inch  122 Part Number,B83,Double Shaft 1.000” x 50mm 60593110
NORD,FLEXBLOC,output_shaft_kit,ANY,,,,,,,,shaft_output_flange_1p000in_x_50mm,,,60593210,Plug in Shaft - Inch  122 Part Number,B83,Shaft for Output Flange B5 1.000” x 50mm 60593210
NORD,FLEXBLOC,output_shaft_kit,ANY,,,,,,,,shaft_25mm_x_50mm,,,60593000,Plug in Shaft - Metric  122 Part Number,B83,Shaft 25mm x 50mm 60593000
NORD,FLEXBLOC,output_shaft_kit,ANY,,,,,,,,double_shaft_25mm_x_50mm,,,60593100,Plug in Shaft - Metric  122 Part Number,B83,Double Shaft  25mm x 50mm 60593100
NORD,FLEXBLOC,output_shaft_kit,ANY,,,,,,,,shaft_output_flange_25mm_x_50mm,,,60593200,Plug in Shaft - Metric  122 Part Number,B83,Shaft for Output Flange B5 25mm x 50mm 60593200
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60593400,Hollow Shaft Bushing  103 Part Number,B83,Hollow Shaft Bushing 1.00” 60593400
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60593800,Hollow Shaft Bushing  103 Part Number,B83,I Flange - 160mm 60593800
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60593810,Hollow Shaft Bushing  103 Part Number,B83,"II Flange - 125mm, Square Flange, Female Pilot 60593810"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60593820,Hollow Shaft Bushing  103 Part Number,B83,"III Flange - 125mm, Square Flange, Male Pilot 60593820"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60593950,Shaft Cover  103 Part Number,B83,Shaft Cover 60593950
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60593900,Shaft Cover  103 Part Number,B83,130 mm Torque Arm I 60593900
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60593920,Shaft Cover  103 Part Number,B83,110 mm Torque Arm II 60593920
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60593910,Shaft Cover  103 Part Number,B83,100 mm Torque Arm III 60593910
NORD,FLEXBLOC,motor,STD,,56C,63S/4,4.0,230/460V-60Hz,STANDARD,0.16666666666666666,,,,31110012,C-face 230/460V-60Hz Standard Efficiency Motor Part Number,B83,"63S/4-56C 230/460V-60Hz, 1/6 hp 31110012"
NORD,FLEXBLOC,motor,STD,,56C,63L/4,4.0,230/460V-60Hz,STANDARD,0.25,,,,31610012,C-face 230/460V-60Hz Standard Efficiency Motor Part Number,B83,"63L/4-56C 230/460V-60Hz, 1/4 hp 31610012"
NORD,FLEXBLOC,motor,STD,,56C,71S/4,4.0,230/460V-60Hz,STANDARD,0.3333333333333333,,,,32110012,C-face 230/460V-60Hz Standard Efficiency Motor Part Number,B83,"71S/4-56C 230/460V-60Hz, 1/3 hp 32110012"
NORD,FLEXBLOC,motor,STD,,56C,71L/4,4.0,230/460V-60Hz,STANDARD,0.5,,,,32610012,C-face 230/460V-60Hz Standard Efficiency Motor Part Number,B83,"71L/4-56C 230/460V-60Hz, 1/2 hp 32610012"
NORD,FLEXBLOC,motor,STD,,56C,80S/4,4.0,230/460V-60Hz,STANDARD,0.75,,,,33110012,C-face 230/460V-60Hz Standard Efficiency Motor Part Number,B83,"80S/4-56C 230/460V-60Hz, 3/4 hp 33110012"
NORD,FLEXBLOC,motor,STD,,56C,80L/4,4.0,230/460V-60Hz,STANDARD,1.0,,,,33610022,C-face 230/460V-60Hz Standard Efficiency Motor Part Number,B83,"80L/4-56C 230/460V-60Hz, 1 hp 33610022"
NORD,FLEXBLOC,motor,STD,,56C,63S/4,4.0,575V-60Hz,STANDARD,0.16666666666666666,,,,31110013,C-face 575V-60Hz Standard Efficiency Motor Part Number,B83,"63S/4-56C 575V-60Hz, 1/6 hp 31110013"
NORD,FLEXBLOC,motor,STD,,56C,63L/4,4.0,575V-60Hz,STANDARD,0.25,,,,31610013,C-face 575V-60Hz Standard Efficiency Motor Part Number,B83,"63L/4-56C 575V-60Hz, 1/4 hp 31610013"
NORD,FLEXBLOC,motor,STD,,56C,71S/4,4.0,575V-60Hz,STANDARD,0.3333333333333333,,,,32110013,C-face 575V-60Hz Standard Efficiency Motor Part Number,B83,"71S/4-56C 575V-60Hz, 1/3 hp 32110013"
NORD,FLEXBLOC,motor,STD,,56C,71L/4,4.0,575V-60Hz,STANDARD,0.5,,,,32610013,C-face 575V-60Hz Standard Efficiency Motor Part Number,B83,"71L/4-56C 575V-60Hz, 1/2 hp 32610013"
NORD,FLEXBLOC,motor,STD,,56C,80LH/4,4.0,230/460V-60Hz,ENERGY_EFFICIENT,1.0,,,,33610094,C-face 230/460V-60Hz Energy Efficient Motor Part Number,B83,"80LH/4-56C 230/460V-60Hz, 1 hp 33610094"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,1.0,,,,33610092,C-face 230/460V-60Hz Energy Efficient Motor Part Number,B83,"80LH/4-143TC 230/460V-60Hz, 1 hp 33610092"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,0.5,,,,34110092,C-face 230/460V-60Hz Energy Efficient Motor Part Number,B83,"90SH/4-145TC 230/460V-60Hz, 1-1/2 hp 34110092"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,2.0,,,,34610092,C-face 230/460V-60Hz Energy Efficient Motor Part Number,B83,"90LH/4-145TC 230/460V-60Hz, 2 hp 34610092"
NORD,FLEXBLOC,motor,STD,,56C,80LH/4,4.0,575V-60Hz,ENERGY_EFFICIENT,1.0,,,,33610095,C-face 575V-60Hz Energy Efficient Motor Part Number,B83,"80LH/4-56C 575V-60Hz, 1 hp 33610095"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,1.0,,,,33610093,C-face 575V-60Hz Energy Efficient Motor Part Number,B83,"80LH/4-143TC 575V-60Hz, 1 hp 33610093"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,0.5,,,,34110093,C-face 575V-60Hz Energy Efficient Motor Part Number,B83,"90SH/4-145TC 575V-60Hz, 1-1/2 hp 34110093"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,2.0,,,,34610093,C-face 575V-60Hz Energy Efficient Motor Part Number,B83,"90LH/4-145TC 575V-60Hz, 2 hp 34610093"
NORD,FLEXBLOC,motor,STD,,56C,80LP/4,4.0,230/460V-60Hz,ENERGY_EFFICIENT,1.0,,,,33610294,C-face 230/460V-60Hz Energy Efficient Motor Part Number,B83,"80LP/4-56C 230/460V-60Hz, 1 hp 33610294"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,1.0,,,,33610292,C-face 230/460V-60Hz Energy Efficient Motor Part Number,B83,"80LP/4-143TC 230/460V-60Hz, 1 hp 33610292"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,0.5,,,,34110292,C-face 230/460V-60Hz Energy Efficient Motor Part Number,B83,"90SP/4-145TC 230/460V-60Hz, 1-1/2 hp 34110292"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,2.0,,,,34610292,C-face 230/460V-60Hz Energy Efficient Motor Part Number,B83,"90LP/4-145TC 230/460V-60Hz, 2 hp 34610292"
NORD,FLEXBLOC,motor,STD,,56C,80LP/4,4.0,575V-60Hz,ENERGY_EFFICIENT,1.0,,,,33610295,C-face 575V-60Hz Energy Efficient Motor Part Number,B83,"80LP/4-56C 575V-60Hz, 1 hp 33610295"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,1.0,,,,33610293,C-face 575V-60Hz Energy Efficient Motor Part Number,B83,"80LP/4-143TC 575V-60Hz, 1 hp 33610293"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,0.5,,,,34110293,C-face 575V-60Hz Energy Efficient Motor Part Number,B83,"90SP/4-145TC 575V-60Hz, 1-1/2 hp 34110293"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,2.0,,,,34610293,C-face 575V-60Hz Energy Efficient Motor Part Number,B83,"90LP/4-145TC 575V-60Hz, 2 hp 34610293"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,,,,,60494000,C-face 575V-60Hz Energy Efficient Motor Part Number,B83,Helical Input Stage H10 60494000
NORD,FLEXBLOC,adapter,ANY,,,,,,,,,,,60494110,Double Worm Adapter  116 Part Number,B83,Inch 0.625” (requires     ) 60494110
NORD,FLEXBLOC,adapter,ANY,,,,,,,,,,,60494100,Double Worm Adapter  116 Part Number,B83,Metric 14mm (requires     ) 60494100
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60494210,Solid Input Shaft  119 Part Number,B83,Solid Input Shaft 0.625” x 1.57” 60494210
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60494200,Solid Input Shaft  119 Part Number,B83,Solid Input Shaft 16mm x 40mm 60494200
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60594600,Solid Input Shaft  119 Part Number,B83,Foot Plate 0.64” / 4.69”x 6.38” 60594600
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60693500,Solid Input Shaft  119 Part Number,B83,Open Vent 60693500
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,22008056,Solid Input Shaft  119 Part Number,B83,AUTOVENT™ 22008056
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60282930,Solid Input Shaft  119 Part Number,B83,Fixing Kit (Inch) 60282930
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60282310,Solid Input Shaft  119 Part Number,B83,Fixing (Metric) 60282310
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60494000,CONFIGURATION,B85,Helical Input Stage H10 60494000
NORD,FLEXBLOC,adapter,ANY,,,,,,,,,,,60494110,Double Worm Adapter  116 Part Number,B85,Inch 0.625” (requires     ) 60494110
NORD,FLEXBLOC,adapter,ANY,,,,,,,,,,,60494100,Double Worm Adapter  116 Part Number,B85,Metric 14mm (requires     ) 60494100
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60494210,Solid Input Shaft  119 Part Number,B85,Solid Input Shaft 0.625” x 1.57” 60494210
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60494200,Solid Input Shaft  119 Part Number,B85,Solid Input Shaft 16mm x 40mm 60494200
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60693900,Solid Input Shaft  119 Part Number,B85,Torque Arm 60693900
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p438in_25mm_i5p0,5.0,60692050,Wormgearbox 1.4375 Hollow Shaft 25mm Hollow Shaft,B85,i=5 60692050 60691050
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p438in_25mm_i5p0,5.0,60691050,Wormgearbox 1.4375 Hollow Shaft 25mm Hollow Shaft,B85,i=5 60692050 60691050
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p438in_25mm_i7p0,7.0,60692080,Wormgearbox 1.4375 Hollow Shaft 25mm Hollow Shaft,B85,i=7 .5 60692080 60691080
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p438in_25mm_i7p0,7.0,60691080,Wormgearbox 1.4375 Hollow Shaft 25mm Hollow Shaft,B85,i=7 .5 60692080 60691080
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p438in_25mm_i12p5,12.5,60692130,Wormgearbox 1.4375 Hollow Shaft 25mm Hollow Shaft,B85,i=12.5 60692130 60691130
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p438in_25mm_i12p5,12.5,60691130,Wormgearbox 1.4375 Hollow Shaft 25mm Hollow Shaft,B85,i=12.5 60692130 60691130
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p438in_25mm_i10p0,10.0,60692100,Wormgearbox 1.4375 Hollow Shaft 25mm Hollow Shaft,B85,i=10 60692100 60691100
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p438in_25mm_i10p0,10.0,60691100,Wormgearbox 1.4375 Hollow Shaft 25mm Hollow Shaft,B85,i=10 60692100 60691100
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p438in_25mm_i15p0,15.0,60692150,Wormgearbox 1.4375 Hollow Shaft 25mm Hollow Shaft,B85,i=15 60692150 60691150
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p438in_25mm_i15p0,15.0,60691150,Wormgearbox 1.4375 Hollow Shaft 25mm Hollow Shaft,B85,i=15 60692150 60691150
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p438in_25mm_i20p0,20.0,60692200,Wormgearbox 1.4375 Hollow Shaft 25mm Hollow Shaft,B85,i=20 60692200 60691200
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p438in_25mm_i20p0,20.0,60691200,Wormgearbox 1.4375 Hollow Shaft 25mm Hollow Shaft,B85,i=20 60692200 60691200
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p438in_25mm_i25p0,25.0,60692250,Wormgearbox 1.4375 Hollow Shaft 25mm Hollow Shaft,B85,i=25 60692250 60691250
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p438in_25mm_i25p0,25.0,60691250,Wormgearbox 1.4375 Hollow Shaft 25mm Hollow Shaft,B85,i=25 60692250 60691250
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p438in_25mm_i30p0,30.0,60692300,Wormgearbox 1.4375 Hollow Shaft 25mm Hollow Shaft,B85,i=30 60692300 60691300
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p438in_25mm_i30p0,30.0,60691300,Wormgearbox 1.4375 Hollow Shaft 25mm Hollow Shaft,B85,i=30 60692300 60691300
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p438in_25mm_i40p0,40.0,60692400,Wormgearbox 1.4375 Hollow Shaft 25mm Hollow Shaft,B85,i=40 60692400 60691400
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p438in_25mm_i40p0,40.0,60691400,Wormgearbox 1.4375 Hollow Shaft 25mm Hollow Shaft,B85,i=40 60692400 60691400
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p438in_25mm_i50p0,50.0,60692500,Wormgearbox 1.4375 Hollow Shaft 25mm Hollow Shaft,B85,i=50 60692500 60691500
