vendor,product_line,component_type,variant,adapter_interface,adapter_code,motor_frame,motor_poles,motor_voltage,motor_efficiency,motor_hp,shaft_key,gear_unit_key,ratio,nord_part_number,description,catalog_page,source_line
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p438in_25mm_i50p0,50.0,60691500,Wormgearbox 1.4375 Hollow Shaft 25mm Hollow Shaft,B85,i=50 60692500 60691500
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p438in_25mm_i60p0,60.0,60692600,Wormgearbox 1.4375 Hollow Shaft 25mm Hollow Shaft,B85,i=60 60692600 60691600
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p438in_25mm_i60p0,60.0,60691600,Wormgearbox 1.4375 Hollow Shaft 25mm Hollow Shaft,B85,i=60 60692600 60691600
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p438in_25mm_i80p0,80.0,60692800,Wormgearbox 1.4375 Hollow Shaft 25mm Hollow Shaft,B85,i=80 60692800 60691800
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p438in_25mm_i80p0,80.0,60691800,Wormgearbox 1.4375 Hollow Shaft 25mm Hollow Shaft,B85,i=80 60692800 60691800
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p438in_25mm_i100p0,100.0,60692000,Wormgearbox 1.4375 Hollow Shaft 25mm Hollow Shaft,B85,i=100 60692000 60691000
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p438in_25mm_i100p0,100.0,60691000,Wormgearbox 1.4375 Hollow Shaft 25mm Hollow Shaft,B85,i=100 60692000 60691000
NORD,FLEXBLOC,adapter,ANY,NEMA,56C,,,,,,,,,60495500,NEMA and IEC Adapter 106 & 118 Part Number,B85,NEMA 56C 60495500
NORD,FLEXBLOC,adapter,ANY,NEMA,,,,,,,,,,60595500,NEMA and IEC Adapter 106 & 118 Part Number,B85,NEMA 140TC 60595500
NORD,FLEXBLOC,adapter,ANY,NEMA,,,,,,,,,,60695500,NEMA and IEC Adapter 106 & 118 Part Number,B85,NEMA 180TC 60695500
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_56_B14_C105,,,,,,,,,60495100,NEMA and IEC Adapter 106 & 118 Part Number,B85,IEC 56 B14 C105 60495100
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_56_B5_A120,,,,,,,,,60495200,NEMA and IEC Adapter 106 & 118 Part Number,B85,IEC 56 B5 A120 60495200
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_63_B14_C90,,,,,,,,,60495010,NEMA and IEC Adapter 106 & 118 Part Number,B85,IEC 63 B14 C90 60495010
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_63_B14_C120,,,,,,,,,60495110,NEMA and IEC Adapter 106 & 118 Part Number,B85,IEC 63 B14 C120 60495110
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_63_B5_A140,,,,,,,,,60495210,NEMA and IEC Adapter 106 & 118 Part Number,B85,IEC 63 B5 A140 60495210
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_71_B14_C105,,,,,,,,,60495020,NEMA and IEC Adapter 106 & 118 Part Number,B85,IEC 71 B14 C105 60495020
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_71_B14_C140,,,,,,,,,60495120,NEMA and IEC Adapter 106 & 118 Part Number,B85,IEC 71 B14 C140 60495120
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_71_B5_A160,,,,,,,,,60495220,NEMA and IEC Adapter 106 & 118 Part Number,B85,IEC 71 B5 A160 60495220
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_80_B14_C120,,,,,,,,,60495030,NEMA and IEC Adapter 106 & 118 Part Number,B85,IEC 80 B14 C120 60495030
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_80_B14_C160,,,,,,,,,60495130,NEMA and IEC Adapter 106 & 118 Part Number,B85,IEC 80 B14 C160 60495130
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_80_B5_A200,,,,,,,,,60495230,NEMA and IEC Adapter 106 & 118 Part Number,B85,IEC 80 B5 A200 60495230
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_90_B14_C140,,,,,,,,,60695040,NEMA and IEC Adapter 106 & 118 Part Number,B85,IEC 90 B14 C140 60695040
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_90_B14_C160,,,,,,,,,60695140,NEMA and IEC Adapter 106 & 118 Part Number,B85,IEC 90 B14 C160 60695140
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_90_B5_A200,,,,,,,,,60695240,NEMA and IEC Adapter 106 & 118 Part Number,B85,IEC 90 B5 A200 60695240
NORD,FLEXBLOC,output_shaft_kit,ANY,,,,,,,,shaft_1p125in_x_60mm,,,60693010,Plug in Shaft - Inch  122 Part Number,B85,Shaft 1.125” x 60mm 60693010
NORD,FLEXBLOC,output_shaft_kit,ANY,,,,,,,,double_shaft_1p125in_x_60mm,,,60693110,Plug in Shaft - Inch  122 Part Number,B85,Double Shaft 1.125” x 60mm 60693110
NORD,FLEXBLOC,output_shaft_kit,ANY,,,,,,,,shaft_output_flange_1p125in_x_60mm,,,60693210,Plug in Shaft - Inch  122 Part Number,B85,Shaft for Output Flange B5 1.125” x 60mm 60693210
NORD,FLEXBLOC,output_shaft_kit,ANY,,,,,,,,shaft_25mm_x_50mm,,,60693000,Plug in Shaft - Metric  122 Part Number,B85,Plug-in Shaft 25mm x 50mm 60693000
NORD,FLEXBLOC,output_shaft_kit,ANY,,,,,,,,shaft_25mm_x_50mm,,,60693100,Plug in Shaft - Metric  122 Part Number,B85,Double Plug-in Shaft 25mm x 50mm 60693100
NORD,FLEXBLOC,output_shaft_kit,ANY,,,,,,,,shaft_output_flange_25mm_x_50mm,,,60693200,Plug in Shaft - Metric  122 Part Number,B85,Shaft for Output Flange B5 25mm x 50mm 60693200
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60693400,Hollow Shaft Bushing  107 Part Number,B85,Hollow Shaft Bushing 1.00” 60693400
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60693410,Hollow Shaft Bushing  107 Part Number,B85,Hollow Shaft Bushing 1.1875” 60693410
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60693420,Hollow Shaft Bushing  107 Part Number,B85,Hollow Shaft Bushing 1.25” 60693420
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60693800,Hollow Shaft Bushing  107 Part Number,B85,I Flange - 200mm 60693800
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60693810,Hollow Shaft Bushing  107 Part Number,B85,"II Flange - 180mm, Square Flange, Female Pilot 60693810"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60693820,Hollow Shaft Bushing  107 Part Number,B85,"IV Flange, 160mm 60693820"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60693950,Shaft Cover  107 Part Number,B85,Shaft Cover 60693950
NORD,FLEXBLOC,motor,STD,,56C,63S/4,4.0,230/460V-60Hz,STANDARD,0.16666666666666666,,,,31110012,C-face 230/460V-60Hz Standard Efficiency Motor Part Number,B85,"63S/4-56C 230/460V-60Hz, 1/6 hp 31110012"
NORD,FLEXBLOC,motor,STD,,56C,63L/4,4.0,230/460V-60Hz,STANDARD,0.25,,,,31610012,C-face 230/460V-60Hz Standard Efficiency Motor Part Number,B85,"63L/4-56C 230/460V-60Hz, 1/4 hp 31610012"
NORD,FLEXBLOC,motor,STD,,56C,71S/4,4.0,230/460V-60Hz,STANDARD,0.3333333333333333,,,,32110012,C-face 230/460V-60Hz Standard Efficiency Motor Part Number,B85,"71S/4-56C 230/460V-60Hz, 1/3 hp 32110012"
NORD,FLEXBLOC,motor,STD,,56C,71L/4,4.0,230/460V-60Hz,STANDARD,0.5,,,,32610012,C-face 230/460V-60Hz Standard Efficiency Motor Part Number,B85,"71L/4-56C 230/460V-60Hz, 1/2 hp 32610012"
NORD,FLEXBLOC,motor,STD,,56C,80S/4,4.0,230/460V-60Hz,STANDARD,0.75,,,,33110012,C-face 230/460V-60Hz Standard Efficiency Motor Part Number,B85,"80S/4-56C 230/460V-60Hz, 3/4 hp 33110012"
NORD,FLEXBLOC,motor,STD,,56C,80L/4,4.0,230/460V-60Hz,STANDARD,1.0,,,,33610022,C-face 230/460V-60Hz Standard Efficiency Motor Part Number,B85,"80L/4-56C 230/460V-60Hz, 1 hp 33610022"
NORD,FLEXBLOC,motor,STD,,56C,63S/4,4.0,575V-60Hz,STANDARD,0.16666666666666666,,,,31110013,C-face 575V-60Hz Standard Efficiency Motor Part Number,B85,"63S/4-56C 575V-60Hz, 1/6 hp 31110013"
NORD,FLEXBLOC,motor,STD,,56C,63L/4,4.0,575V-60Hz,STANDARD,0.25,,,,31610013,C-face 575V-60Hz Standard Efficiency Motor Part Number,B85,"63L/4-56C 575V-60Hz, 1/4 hp 31610013"
NORD,FLEXBLOC,motor,STD,,56C,71S/4,4.0,575V-60Hz,STANDARD,0.3333333333333333,,,,32110013,C-face 575V-60Hz Standard Efficiency Motor Part Number,B85,"71S/4-56C 575V-60Hz, 1/3 hp 32110013"
NORD,FLEXBLOC,motor,STD,,56C,71L/4,4.0,575V-60Hz,STANDARD,0.5,,,,32610013,C-face 575V-60Hz Standard Efficiency Motor Part Number,B85,"71L/4-56C 575V-60Hz, 1/2 hp 32610013"
NORD,FLEXBLOC,motor,STD,,56C,80S/4,4.0,575V-60Hz,STANDARD,0.75,,,,33110013,C-face 575V-60Hz Standard Efficiency Motor Part Number,B85,"80S/4-56C 575V-60Hz, 3/4 hp 33110013"
NORD,FLEXBLOC,motor,STD,,56C,80LH/4,4.0,230/460V-60Hz,ENERGY_EFFICIENT,1.0,,,,33610094,C-face 230/460V-60Hz Energy Efficient Motor Part Number,B85,"80LH/4-56C 230/460V-60Hz, 1 hp 33610094"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,1.0,,,,33610092,C-face 230/460V-60Hz Energy Efficient Motor Part Number,B85,"80LH/4-143TC 230/460V-60Hz, 1 hp 33610092"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,0.5,,,,34110092,C-face 230/460V-60Hz Energy Efficient Motor Part Number,B85,"90SH/4-145TC 230/460V-60Hz, 1-1/2 hp 34110092"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,2.0,,,,34610092,C-face 230/460V-60Hz Energy Efficient Motor Part Number,B85,"90LH/4-145TC 230/460V-60Hz, 2 hp 34610092"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,3.0,,,,35110092,C-face 230/460V-60Hz Energy Efficient Motor Part Number,B85,"100LH/4-182TC 230/460V-60Hz, 3 hp 35110092"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,5.0,,,,36110092,C-face 230/460V-60Hz Energy Efficient Motor Part Number,B85,"112MH/4-184TC 230/460V-60Hz, 5 hp 36110092"
NORD,FLEXBLOC,motor,STD,,56C,80LH/4,4.0,575V-60Hz,ENERGY_EFFICIENT,1.0,,,,33610095,C-face 575V-60Hz Energy Efficient Motor Part Number,B85,"80LH/4-56C 575V-60Hz, 1 hp 33610095"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,1.0,,,,33610093,C-face 575V-60Hz Energy Efficient Motor Part Number,B85,"80LH/4-143TC 575V-60Hz, 1 hp 33610093"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,0.5,,,,34110093,C-face 575V-60Hz Energy Efficient Motor Part Number,B85,"90SH/4-145TC 575V-60Hz, 1-1/2 hp 34110093"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,2.0,,,,34610093,C-face 575V-60Hz Energy Efficient Motor Part Number,B85,"90LH/4-145TC 575V-60Hz, 2 hp 34610093"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,3.0,,,,35110093,C-face 575V-60Hz Energy Efficient Motor Part Number,B85,"100LH/4-182TC 575V-60Hz, 3 hp 35110093"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,5.0,,,,36110093,C-face 575V-60Hz Energy Efficient Motor Part Number,B85,"112MH/4-184TC 575V-60Hz, 5 hp 36110093"
NORD,FLEXBLOC,motor,STD,,56C,80LP/4,4.0,230/460V-60Hz,ENERGY_EFFICIENT,1.0,,,,33610294,C-face 230/460V-60Hz Energy Efficient Motor Part Number,B85,"80LP/4-56C 230/460V-60Hz, 1 hp 33610294"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,1.0,,,,33610292,C-face 230/460V-60Hz Energy Efficient Motor Part Number,B85,"80LP/4-143TC 230/460V-60Hz, 1 hp 33610292"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,0.5,,,,34110292,C-face 230/460V-60Hz Energy Efficient Motor Part Number,B85,"90SP/4-145TC 230/460V-60Hz, 1-1/2 hp 34110292"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,2.0,,,,34610292,C-face 230/460V-60Hz Energy Efficient Motor Part Number,B85,"90LP/4-145TC 230/460V-60Hz, 2 hp 34610292"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,3.0,,,,35110292,C-face 230/460V-60Hz Energy Efficient Motor Part Number,B85,"100LP/4-182TC 230/460V-60Hz, 3 hp 35110292"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,5.0,,,,36110292,C-face 230/460V-60Hz Energy Efficient Motor Part Number,B85,"112MP/4-184TC 230/460V-60Hz, 5 hp 36110292"
NORD,FLEXBLOC,motor,STD,,56C,80LP/4,4.0,575V-60Hz,ENERGY_EFFICIENT,1.0,,,,33610295,C-face 575V-60Hz Energy Efficient Motor Part Number,B85,"80LP/4-56C 575V-60Hz, 1 hp 33610295"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,1.0,,,,33610293,C-face 575V-60Hz Energy Efficient Motor Part Number,B85,"80LP/4-143TC 575V-60Hz, 1 hp 33610293"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,0.5,,,,34110293,C-face 575V-60Hz Energy Efficient Motor Part Number,B85,"90SP/4-145TC 575V-60Hz, 1-1/2 hp 34110293"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,2.0,,,,34610293,C-face 575V-60Hz Energy Efficient Motor Part Number,B85,"90LP/4-145TC 575V-60Hz, 2 hp 34610293"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,3.0,,,,35110293,C-face 575V-60Hz Energy Efficient Motor Part Number,B85,"100LP/4-182TC 575V-60Hz, 3 hp 35110293"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,5.0,,,,36110293,C-face 575V-60Hz Energy Efficient Motor Part Number,B85,"112MP/4-184TC 575V-60Hz, 5 hp 36110293"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,,,,,60694600,C-face 575V-60Hz Energy Efficient Motor Part Number,B85,Foot Plate 0.86” / 5.25”x 8.00” 60694600
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,,,,,60693500,C-face 575V-60Hz Energy Efficient Motor Part Number,B85,Open Vent 60693500
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,,,,,22008056,C-face 575V-60Hz Energy Efficient Motor Part Number,B85,AUTOVENT™ 22008056
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,,,,,60282930,C-face 575V-60Hz Energy Efficient Motor Part Number,B85,Fixing Kit (Inch) 60282930
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,,,,,60282310,C-face 575V-60Hz Energy Efficient Motor Part Number,B85,Fixing (Metric) 60282310
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60793900,CONFIGURATION,B87,Torque Arm 60793900
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p938in_35mm_i5p0,5.0,60792050,Wormgearbox 1.9375 Hollow Shaft 35mm Hollow Shaft,B87,Ratio i=5 60792050 60791050
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p938in_35mm_i5p0,5.0,60791050,Wormgearbox 1.9375 Hollow Shaft 35mm Hollow Shaft,B87,Ratio i=5 60792050 60791050
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p938in_35mm_i7p0,7.0,60792080,Wormgearbox 1.9375 Hollow Shaft 35mm Hollow Shaft,B87,Ratio i=7 .5 60792080 60791080
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p938in_35mm_i7p0,7.0,60791080,Wormgearbox 1.9375 Hollow Shaft 35mm Hollow Shaft,B87,Ratio i=7 .5 60792080 60791080
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p938in_35mm_i10p0,10.0,60792100,Wormgearbox 1.9375 Hollow Shaft 35mm Hollow Shaft,B87,Ratio i=10 60792100 60791100
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p938in_35mm_i10p0,10.0,60791100,Wormgearbox 1.9375 Hollow Shaft 35mm Hollow Shaft,B87,Ratio i=10 60792100 60791100
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p938in_35mm_i12p5,12.5,60792130,Wormgearbox 1.9375 Hollow Shaft 35mm Hollow Shaft,B87,Ratio i=12.5 60792130 60791130
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p938in_35mm_i12p5,12.5,60791130,Wormgearbox 1.9375 Hollow Shaft 35mm Hollow Shaft,B87,Ratio i=12.5 60792130 60791130
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p938in_35mm_i15p0,15.0,60792150,Wormgearbox 1.9375 Hollow Shaft 35mm Hollow Shaft,B87,Ratio i=15 60792150 60791150
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p938in_35mm_i15p0,15.0,60791150,Wormgearbox 1.9375 Hollow Shaft 35mm Hollow Shaft,B87,Ratio i=15 60792150 60791150
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p938in_35mm_i20p0,20.0,60792200,Wormgearbox 1.9375 Hollow Shaft 35mm Hollow Shaft,B87,Ratio i=20 60792200 60791200
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p938in_35mm_i20p0,20.0,60791200,Wormgearbox 1.9375 Hollow Shaft 35mm Hollow Shaft,B87,Ratio i=20 60792200 60791200
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p938in_35mm_i25p0,25.0,60792250,Wormgearbox 1.9375 Hollow Shaft 35mm Hollow Shaft,B87,Ratio i=25 60792250 60791250
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p938in_35mm_i25p0,25.0,60791250,Wormgearbox 1.9375 Hollow Shaft 35mm Hollow Shaft,B87,Ratio i=25 60792250 60791250
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p938in_35mm_i30p0,30.0,60792300,Wormgearbox 1.9375 Hollow Shaft 35mm Hollow Shaft,B87,Ratio i=30 60792300 60791300
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p938in_35mm_i30p0,30.0,60791300,Wormgearbox 1.9375 Hollow Shaft 35mm Hollow Shaft,B87,Ratio i=30 60792300 60791300
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p938in_35mm_i40p0,40.0,60792400,Wormgearbox 1.9375 Hollow Shaft 35mm Hollow Shaft,B87,Ratio i=40 60792400 60791400
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p938in_35mm_i40p0,40.0,60791400,Wormgearbox 1.9375 Hollow Shaft 35mm Hollow Shaft,B87,Ratio i=40 60792400 60791400
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p938in_35mm_i50p0,50.0,60792500,Wormgearbox 1.9375 Hollow Shaft 35mm Hollow Shaft,B87,Ratio i=50 60792500 60791500
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p938in_35mm_i50p0,50.0,60791500,Wormgearbox 1.9375 Hollow Shaft 35mm Hollow Shaft,B87,Ratio i=50 60792500 60791500
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p938in_35mm_i60p0,60.0,60792600,Wormgearbox 1.9375 Hollow Shaft 35mm Hollow Shaft,B87,Ratio i=60 60792600 60791600
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p938in_35mm_i60p0,60.0,60791600,Wormgearbox 1.9375 Hollow Shaft 35mm Hollow Shaft,B87,Ratio i=60 60792600 60791600
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p938in_35mm_i80p0,80.0,60792800,Wormgearbox 1.9375 Hollow Shaft 35mm Hollow Shaft,B87,Ratio i=80 60792800 60791800
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p938in_35mm_i80p0,80.0,60791800,Wormgearbox 1.9375 Hollow Shaft 35mm Hollow Shaft,B87,Ratio i=80 60792800 60791800
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p938in_35mm_i100p0,100.0,60792000,Wormgearbox 1.9375 Hollow Shaft 35mm Hollow Shaft,B87,Ratio i=100 60792000 60791000
NORD,FLEXBLOC,gear_unit,ANY,,,,,,,,,worm_1p938in_35mm_i100p0,100.0,60791000,Wormgearbox 1.9375 Hollow Shaft 35mm Hollow Shaft,B87,Ratio i=100 60792000 60791000
NORD,FLEXBLOC,adapter,ANY,NEMA,56C,,,,,,,,,60795500,NEMA & IEC Adapter 110 & 118 Part Number,B87,NEMA 56C 60795500
NORD,FLEXBLOC,adapter,ANY,NEMA,,,,,,,,,,60795510,NEMA & IEC Adapter 110 & 118 Part Number,B87,NEMA 140C 60795510
NORD,FLEXBLOC,adapter,ANY,NEMA,,,,,,,,,,60795520,NEMA & IEC Adapter 110 & 118 Part Number,B87,NEMA 180C 60795520
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_71_B14_C105,,,,,,,,,60795020,NEMA & IEC Adapter 110 & 118 Part Number,B87,IEC 71 B14 C105 60795020
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_71_B14_C140,,,,,,,,,60795120,NEMA & IEC Adapter 110 & 118 Part Number,B87,IEC 71 B14 C140 60795120
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_71_B5_A160,,,,,,,,,60795220,NEMA & IEC Adapter 110 & 118 Part Number,B87,IEC 71 B5 A160 60795220
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_80_B14_C120,,,,,,,,,60795030,NEMA & IEC Adapter 110 & 118 Part Number,B87,IEC 80 B14 C120 60795030
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_80_B14_C160,,,,,,,,,60795130,NEMA & IEC Adapter 110 & 118 Part Number,B87,IEC 80 B14 C160 60795130
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_80_B5_A200,,,,,,,,,60795230,NEMA & IEC Adapter 110 & 118 Part Number,B87,IEC 80 B5 A200 60795230
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_90_B14_C140,,,,,,,,,60795040,NEMA & IEC Adapter 110 & 118 Part Number,B87,IEC 90 B14 C140 60795040
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_90_B14_C160,,,,,,,,,60795140,NEMA & IEC Adapter 110 & 118 Part Number,B87,IEC 90 B14 C160 60795140
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_90_B5_A200,,,,,,,,,60795240,NEMA & IEC Adapter 110 & 118 Part Number,B87,IEC 90 B5 A200 60795240
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_100_B14_C160,,,,,,,,,60795050,NEMA & IEC Adapter 110 & 118 Part Number,B87,IEC 100 B14 C160 60795050
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_100_B14_C200,,,,,,,,,60795150,NEMA & IEC Adapter 110 & 118 Part Number,B87,IEC 100 B14 C200 60795150
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_100_B5_A250,,,,,,,,,60795250,NEMA & IEC Adapter 110 & 118 Part Number,B87,IEC 100 B5 A250 60795250
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_112_B14_C160,,,,,,,,,60795050,NEMA & IEC Adapter 110 & 118 Part Number,B87,IEC 112 B14 C160 60795050
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_112_B14_C200,,,,,,,,,60795150,NEMA & IEC Adapter 110 & 118 Part Number,B87,IEC 112 B14 C200 60795150
NORD,FLEXBLOC,adapter,ANY,IEC,IEC_112_B5_A250,,,,,,,,,60795250,NEMA & IEC Adapter 110 & 118 Part Number,B87,IEC 112 B5 A250 60795250
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60793010,Plug in Output Shaft - Inch  122 Part Number,B87,Shaft 1.375” x 70mm 60793010
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60793110,Plug in Output Shaft - Inch  122 Part Number,B87,Double Shaft 1.375” x 70mm 60793110
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60793210,Plug in Output Shaft - Inch  122 Part Number,B87,Shaft for Output Flange B5 1.375” x 70mm 60793210
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60793000,Plug in Output Shaft - Metric  122 Part Number,B87,Plug-in Shaft 35mm x 70mm 60793000
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60793100,Plug in Output Shaft - Metric  122 Part Number,B87,Double Plug-in Shaft 35mm x 70mm 60793100
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60793200,Plug in Output Shaft - Metric  122 Part Number,B87,Shaft for Output Flange B5 35mm x 70mm 60793200
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60793430,Hollow Shaft Bushing  111 Part Number,B87,Hollow Shaft Bushing 1.1875” 60793430
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60793400,Hollow Shaft Bushing  111 Part Number,B87,Hollow Shaft Bushing 1.250” 60793400
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60793420,Hollow Shaft Bushing  111 Part Number,B87,Hollow Shaft Bushing 1.4375” 60793420
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60793410,Hollow Shaft Bushing  111 Part Number,B87,Hollow Shaft Bushing 1.500” 60793410
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60793800,Hollow Shaft Bushing  111 Part Number,B87,II Flange - 200mm 60793800
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60793950,Shaft Cover  107 Part Number,B87,Shaft Cover 60793950
NORD,FLEXBLOC,adapter,ANY,,,,,,,,,,,60794100,Double Worm Adapter  116 Part Number,B87,Inch 1.000“ (requires     ) 60794100
NORD,FLEXBLOC,adapter,ANY,,,,,,,,,,,60794000,Double Worm Adapter  116 Part Number,B87,Metric 14mm (requires     ) 60794000
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60794210,Solid Input Shaft  119 Part Number,B87,Solid Input Shaft 0.875” x 1.97” 60794210
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60794200,Solid Input Shaft  119 Part Number,B87,Solid Input Shaft 24mm x 50mm 60794200
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,61282910,Solid Input Shaft  119 Part Number,B87,Fixing Kit (Inch) 61282910
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,82282310,Solid Input Shaft  119 Part Number,B87,Fixing Kit (Metric) 82282310
